EXCHANGE,UTC TIME,PRICE,TIMESTAMP
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418482
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418482
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418542
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418542
Binance,"Mar 27th, 8:20:02 am",3897.03,1552041418802
Binance,"Mar 27th, 8:20:02 am",3897.03,1552041418802
Bitmex,"Mar 8th, 7:36:58 pm",3871.00,1552041418638
Bitmex,"Mar 8th, 7:36:58 pm",3871.00,1552041418638
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418738
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418738
Binance,"Mar 27th, 8:21:51 am",3897.03,1552041418911
Binance,"Mar 27th, 8:21:51 am",3897.03,1552041418911
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418940
Bitmex,"Mar 8th, 7:36:58 pm",3871.50,1552041418940
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419195
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419195
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419243
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419243
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419317
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419317
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419508
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419508
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419698
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419698
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419853
Bitmex,"Mar 8th, 7:36:59 pm",3871.50,1552041419853
Binance,"Mar 27th, 8:41:01 am",3897.52,1552041420061
Binance,"Mar 27th, 8:41:01 am",3897.52,1552041420061
Binance,"Mar 27th, 8:41:01 am",3897.52,1552041420061
Binance,"Mar 27th, 8:41:01 am",3897.52,1552041420061
Binance,"Mar 27th, 8:52:32 am",3897.52,1552041420752
Binance,"Mar 27th, 8:52:32 am",3897.52,1552041420752
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420040
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420040
Binance,"Mar 27th, 8:58:03 am",3897.03,1552041421083
Binance,"Mar 27th, 8:58:03 am",3897.03,1552041421083
Binance,"Mar 27th, 8:58:10 am",3897.03,1552041421090
Binance,"Mar 27th, 8:58:10 am",3897.03,1552041421090
Binance,"Mar 27th, 9:03:34 am",3897.02,1552041421414
Binance,"Mar 27th, 9:03:34 am",3897.02,1552041421414
Binance,"Mar 27th, 9:05:32 am",3897.02,1552041421532
Binance,"Mar 27th, 9:05:32 am",3897.02,1552041421532
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420868
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420880
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420924
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420987
Bitmex,"Mar 8th, 7:37:01 pm",3871.00,1552041421019
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421030
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421456
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420868
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420880
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420924
Bitmex,"Mar 8th, 7:37:00 pm",3871.50,1552041420987
Bitmex,"Mar 8th, 7:37:01 pm",3871.00,1552041421019
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421030
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421456
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421526
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421526
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421577
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421577
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421780
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421847
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421780
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421847
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421914
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421914
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421990
Bitmex,"Mar 8th, 7:37:01 pm",3871.50,1552041421990
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422081
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422081
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422110
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422183
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422200
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422110
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422183
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422200
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422403
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422403
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422588
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422588
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422797
Bitmex,"Mar 8th, 7:37:02 pm",3871.50,1552041422797
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423007
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423007
Binance,"Mar 27th, 9:34:15 am",3897.52,1552041423255
Binance,"Mar 27th, 9:34:15 am",3897.52,1552041423255
Binance,"Mar 27th, 9:34:50 am",3897.52,1552041423290
Binance,"Mar 27th, 9:34:50 am",3897.52,1552041423290
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423134
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423144
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423134
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423144
Binance,"Mar 27th, 9:35:48 am",3897.04,1552041423348
Binance,"Mar 27th, 9:35:48 am",3897.04,1552041423348
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423178
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423178
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423396
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423396
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423606
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423606
Binance,"Mar 27th, 9:46:06 am",3897.04,1552041423966
Binance,"Mar 27th, 9:46:06 am",3897.04,1552041423966
Binance,"Mar 27th, 9:46:12 am",3897.39,1552041423972
Binance,"Mar 27th, 9:46:12 am",3897.39,1552041423972
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423830
Bitmex,"Mar 8th, 7:37:03 pm",3871.50,1552041423830
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424036
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424036
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424238
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424238
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424462
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424462
Binance,"Mar 27th, 10:02:03 am",3896.76,1552041424923
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424659
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424659
Binance,"Mar 27th, 10:02:03 am",3896.76,1552041424923
Binance,"Mar 27th, 10:02:56 am",3896.76,1552041424976
Binance,"Mar 27th, 10:02:56 am",3896.76,1552041424976
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424900
Bitmex,"Mar 8th, 7:37:04 pm",3871.50,1552041424900
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425025
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425025
Bitmex,"Mar 8th, 7:37:05 pm",3871.00,1552041425113
Bitmex,"Mar 8th, 7:37:05 pm",3871.00,1552041425113
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425148
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425148
Binance,"Mar 27th, 10:09:59 am",3897.52,1552041425399
Binance,"Mar 27th, 10:09:59 am",3897.52,1552041425399
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425322
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425322
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425378
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425378
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425512
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425512
Binance,"Mar 27th, 10:17:21 am",3896.77,1552041425841
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425716
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425716
Binance,"Mar 27th, 10:17:21 am",3896.77,1552041425841
Binance,"Mar 27th, 10:20:28 am",3897.51,1552041426028
Binance,"Mar 27th, 10:20:28 am",3897.51,1552041426028
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425932
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426393
Bitmex,"Mar 8th, 7:37:05 pm",3871.50,1552041425932
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426429
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426393
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426559
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426429
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426559
Bitmex,"Mar 8th, 7:37:06 pm",3871.00,1552041426751
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426768
Bitmex,"Mar 8th, 7:37:06 pm",3871.00,1552041426751
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426768
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426797
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426797
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426880
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426999
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426880
Bitmex,"Mar 8th, 7:37:06 pm",3871.50,1552041426999
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427338
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427338
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427518
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427518
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427746
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427746
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427924
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427924
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427937
Bitmex,"Mar 8th, 7:37:07 pm",3871.50,1552041427937
Binance,"Mar 27th, 10:56:07 am",3896.77,1552041428167
Binance,"Mar 27th, 10:56:07 am",3896.77,1552041428167
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428162
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428162
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428348
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428348
Binance,"Mar 27th, 11:04:01 am",3896.77,1552041428641
Binance,"Mar 27th, 11:04:01 am",3896.77,1552041428641
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428588
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428588
Bitmex,"Mar 8th, 7:37:08 pm",3871.00,1552041428751
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428772
Binance,"Mar 27th, 11:16:20 am",3897.50,1552041429380
Binance,"Mar 27th, 11:16:20 am",3897.50,1552041429380
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428930
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429006
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429206
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429392
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429617
Bitmex,"Mar 8th, 7:37:08 pm",3871.00,1552041428751
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428772
Bitmex,"Mar 8th, 7:37:08 pm",3871.50,1552041428930
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429006
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429206
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429392
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429617
Binance,"Mar 27th, 11:24:25 am",3897.52,1552041429865
Binance,"Mar 27th, 11:24:25 am",3897.52,1552041429865
Binance,"Mar 27th, 11:26:20 am",3897.52,1552041429980
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429840
Binance,"Mar 27th, 11:26:20 am",3897.52,1552041429980
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429840
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429882
Bitmex,"Mar 8th, 7:37:09 pm",3871.50,1552041429882
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430074
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430074
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430286
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430286
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430500
Binance,"Mar 27th, 11:38:01 am",3897.49,1552041430681
Binance,"Mar 27th, 11:38:01 am",3897.49,1552041430681
Binance,"Mar 27th, 11:38:01 am",3897.52,1552041430681
Binance,"Mar 27th, 11:38:01 am",3897.52,1552041430681
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430500
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430702
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430702
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430753
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430753
Binance,"Mar 27th, 11:42:55 am",3897.52,1552041430975
Binance,"Mar 27th, 11:42:55 am",3897.52,1552041430975
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430853
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430853
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430900
Bitmex,"Mar 8th, 7:37:10 pm",3871.50,1552041430900
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431275
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431275
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431313
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431313
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431510
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431510
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431522
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431557
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431522
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431557
Binance,"Mar 27th, 11:59:15 am",3897.50,1552041431955
Binance,"Mar 27th, 11:59:15 am",3897.50,1552041431955
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431719
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431871
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431719
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431922
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431871
Bitmex,"Mar 8th, 7:37:11 pm",3871.50,1552041431922
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432335
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432335
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432526
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432526
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432601
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432601
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432736
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432736
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432802
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432802
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432928
Bitmex,"Mar 8th, 7:37:12 pm",3871.50,1552041432928
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433167
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433167
Binance,"Mar 27th, 12:23:22 pm",3897.51,1552041433402
Binance,"Mar 27th, 12:23:22 pm",3897.51,1552041433402
Binance,"Mar 27th, 12:23:22 pm",3897.50,1552041433402
Binance,"Mar 27th, 12:23:22 pm",3897.50,1552041433402
Binance,"Mar 27th, 12:25:42 pm",3897.06,1552041433542
Binance,"Mar 27th, 12:25:42 pm",3897.06,1552041433542
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433636
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433636
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433744
Bitmex,"Mar 8th, 7:37:13 pm",3871.50,1552041433744
Binance,"Mar 27th, 12:32:46 pm",3896.90,1552041433966
Binance,"Mar 27th, 12:32:46 pm",3896.90,1552041433966
Bitmex,"Mar 8th, 7:37:14 pm",3871.50,1552041434676
Bitmex,"Mar 8th, 7:37:14 pm",3871.50,1552041434676
Binance,"Mar 27th, 12:48:38 pm",3897.06,1552041434918
Binance,"Mar 27th, 12:48:38 pm",3897.06,1552041434918
Binance,"Mar 27th, 1:03:39 pm",3897.51,1552041435819
Binance,"Mar 27th, 1:03:39 pm",3897.51,1552041435819
Bitmex,"Mar 8th, 7:37:15 pm",3871.50,1552041435658
Bitmex,"Mar 8th, 7:37:15 pm",3871.50,1552041435658
Binance,"Mar 27th, 1:14:11 pm",3897.49,1552041436451
Binance,"Mar 27th, 1:14:11 pm",3897.49,1552041436451
Binance,"Mar 27th, 1:19:35 pm",3897.51,1552041436775
Binance,"Mar 27th, 1:19:35 pm",3897.51,1552041436775
Bitmex,"Mar 8th, 7:37:16 pm",3871.50,1552041436660
Bitmex,"Mar 8th, 7:37:16 pm",3871.50,1552041436660
Binance,"Mar 27th, 1:22:35 pm",3897.51,1552041436955
Binance,"Mar 27th, 1:22:35 pm",3897.51,1552041436955
Binance,"Mar 27th, 1:28:01 pm",3897.51,1552041437281
Binance,"Mar 27th, 1:28:01 pm",3897.51,1552041437281
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437178
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437178
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437366
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437366
Binance,"Mar 27th, 1:32:31 pm",3897.51,1552041437551
Binance,"Mar 27th, 1:32:31 pm",3897.51,1552041437551
Binance,"Mar 27th, 1:35:15 pm",3897.52,1552041437715
Binance,"Mar 27th, 1:35:15 pm",3897.52,1552041437715
Binance,"Mar 27th, 1:35:36 pm",3897.49,1552041437736
Binance,"Mar 27th, 1:35:36 pm",3897.49,1552041437736
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437560
Binance,"Mar 27th, 1:35:36 pm",3896.90,1552041437736
Binance,"Mar 27th, 1:35:36 pm",3896.90,1552041437736
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437560
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437597
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437597
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437766
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437766
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437997
Bitmex,"Mar 8th, 7:37:17 pm",3871.50,1552041437997
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438196
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438196
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438342
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438342
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438376
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438376
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438389
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438389
Binance,"Mar 27th, 1:52:14 pm",3896.90,1552041438734
Binance,"Mar 27th, 1:52:14 pm",3896.90,1552041438734
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438582
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438582
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438605
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438605
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438647
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438647
Binance,"Mar 27th, 1:54:22 pm",3897.52,1552041438862
Binance,"Mar 27th, 1:54:22 pm",3897.52,1552041438862
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438805
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438805
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438885
Bitmex,"Mar 8th, 7:37:18 pm",3871.50,1552041438885
Binance,"Mar 27th, 1:57:50 pm",3897.52,1552041439070
Binance,"Mar 27th, 1:57:50 pm",3897.52,1552041439070
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439023
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439023
Bitstamp,"Mar 8th, 10:37:19 am",3874.54,1552041439
Bitstamp,"Mar 8th, 10:37:19 am",3874.54,1552041439
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439217
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439217
Binance,"Mar 27th, 2:03:59 pm",3896.91,1552041439439
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439407
Binance,"Mar 27th, 2:03:59 pm",3896.91,1552041439439
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439407
Binance,"Mar 27th, 2:03:59 pm",3896.90,1552041439439
Binance,"Mar 27th, 2:03:59 pm",3896.90,1552041439439
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439604
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439604
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439797
Bitmex,"Mar 8th, 7:37:19 pm",3871.50,1552041439797
Binance,"Mar 27th, 2:15:36 pm",3897.52,1552041440136
Binance,"Mar 27th, 2:15:36 pm",3897.52,1552041440136
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440001
Binance,"Mar 27th, 2:15:36 pm",3897.89,1552041440136
Binance,"Mar 27th, 2:15:36 pm",3897.89,1552041440136
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440001
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440194
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440194
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440411
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440411
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440524
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440524
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440639
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440639
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440777
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440777
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440933
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440961
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440933
Bitmex,"Mar 8th, 7:37:20 pm",3871.50,1552041440961
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441151
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441151
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441359
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441359
Binance,"Mar 27th, 2:41:17 pm",3896.91,1552041441677
Binance,"Mar 27th, 2:41:17 pm",3896.91,1552041441677
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441470
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441470
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441565
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441565
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441776
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441776
Binance,"Mar 27th, 2:46:37 pm",3896.91,1552041441997
Binance,"Mar 27th, 2:46:37 pm",3896.91,1552041441997
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441975
Bitmex,"Mar 8th, 7:37:21 pm",3871.50,1552041441975
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442137
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442137
Binance,"Mar 27th, 2:55:04 pm",3897.86,1552041442504
Binance,"Mar 27th, 2:55:04 pm",3897.86,1552041442504
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442337
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442337
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442421
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442421
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442466
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442466
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442565
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442565
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442709
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442709
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442770
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442770
Bitmex,"Mar 8th, 7:37:22 pm",3871.00,1552041442882
Bitmex,"Mar 8th, 7:37:22 pm",3871.00,1552041442882
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442970
Bitmex,"Mar 8th, 7:37:22 pm",3871.50,1552041442970
Binance,"Mar 27th, 3:05:43 pm",3896.91,1552041443143
Binance,"Mar 27th, 3:05:43 pm",3896.91,1552041443143
Binance,"Mar 27th, 3:09:01 pm",3896.91,1552041443341
Binance,"Mar 27th, 3:09:01 pm",3896.91,1552041443341
Bitmex,"Mar 8th, 7:37:23 pm",3871.50,1552041443207
Bitmex,"Mar 8th, 7:37:23 pm",3871.50,1552041443207
Bitmex,"Mar 8th, 7:37:23 pm",3871.50,1552041443325
